FBgn_ID	Gene_name	CG_ID	tau	Age_classification	HK_bin	min	class
FBgn0035877	CG7083	CG7083	0.376	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035878	CG7182	CG7182	0.462	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0035879	GAPcenA	CG7112	0.28	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035880	CG17352	CG17352	0.761	Diptera	non_HKs	0	TS
FBgn0035886	Jon66Ci	CG7118	0.854	Pan-drosophilid	non_HKs	0	TS
FBgn0035887	Jon66Cii	CG7170	0.885	Pan-drosophilid	non_HKs	0	TS
FBgn0035888	CG7120	CG7120	0.527	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0035889	mkg-p	CG7163	0.741	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS
FBgn0035890	CG13667	CG13667	0.587	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0035896	CG6983	CG6983	0.378	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035900	ZC3H3	CG6694	0.377	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035901	CG6745	CG6745	0.452	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0035902	CG6683	CG6683	0.434	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0035903	CG6765	CG6765	0.664	Pan-drosophilid	non_HKs	0	TS
FBgn0035904	GstO3	CG6776	0.445	Diptera	non_HKs	0	non_TS_non_HK
FBgn0035906	GstO2	CG6673	0.274	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0035907	GstO1	CG6662	0.608	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035909	ergic53	CG6822	0.265	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035911	CG6638	CG6638	0.409	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0035914	CG6282	CG6282	0.819	Cellular_Organisms	non_HKs	0	TS
FBgn0035915	S-Lap1	CG6372	0.835	mel-group	non_HKs	0	TS
FBgn0035916	GAPsec	CG5978	0.473	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035917	Zasp66	CG6416	0.626	Diptera	non_HKs	0	TS
FBgn0035918	Cdc6	CG5971	0.534	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0035921	CG13305	CG13305	0.876	Pan-drosophilid	non_HKs	0	TS
FBgn0035922	Pex7	CG6486	0.851	Eukaryota	non_HKs	0	TS
FBgn0035923	CG6511	CG6511	0.504	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035924	CG6576	CG6576	0.902	Pan-drosophilid	non_HKs	0	TS
FBgn0035926	CG5804	CG5804	0.759	Pan-drosophilid	non_HKs	0	TS
FBgn0035928	CG13310	CG13310	0.915	Diptera	non_HKs	0	TS
FBgn0035929	CG13311	CG13311	0.85	Pan-drosophilid	non_HKs	0	TS
FBgn0035931	CG13312	CG13312	0.937	Pan-drosophilid	non_HKs	0	TS
FBgn0035932	CG13308	CG13308	0.939	Pan-drosophilid	non_HKs	0	TS
FBgn0035933	CG13309	CG13309	0.91	Pan-drosophilid	non_HKs	0	TS
FBgn0035934	TrpA1	CG5751	0.883	Bilateria	non_HKs	0	TS
FBgn0035936	Tsp66E	CG4999	0.499	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035941	CG13313	CG13313	0.897	Diptera	non_HKs	0	TS
FBgn0035942	CG5660	CG5660	0.677	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0035943	CG5653	CG5653	0.885	Diptera	non_HKs	0	TS
FBgn0035944	CG5021	CG5021	0.38	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035945	CG5026	CG5026	0.296	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035947	Srp68	CG5064	0.259	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035948	CG5644	CG5644	0.725	Diptera	non_HKs	0	TS
FBgn0035949	CG13314	CG13314	0.651	Pan-drosophilid	non_HKs	0	TS
FBgn0035951	CG5068	CG5068	0.369	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035952	CG5280	CG5280	0.788	Bilateria	non_HKs	0	TS
FBgn0035953	CG5087	CG5087	0.302	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035954	Doc3	CG5093	0.867	Bilateria	non_HKs	0	TS
FBgn0035955	CG5194	CG5194	0.774	Pan-drosophilid	non_HKs	0	TS
FBgn0035956	Doc2	CG5187	0.869	Diptera	non_HKs	0	TS
FBgn0035957	CG5144	CG5144	0.778	Bilateria	non_HKs	0	TS
FBgn0035959	CG4911	CG4911	0.463	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035960	CG4942	CG4942	0.474	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0035964	Dhpr	CG4665	0.436	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035965	Use1	CG14181	0.349	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035968	Slc45-1	CG4484	0.502	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035969	CG4476	CG4476	0.821	Bilateria	non_HKs	0	TS
FBgn0035970	CG4483	CG4483	0.913	mel-group	non_HKs	0	TS
FBgn0035971	CG4477	CG4477	0.901	mel-subgroup	non_HKs	0	TS
FBgn0035975	PGRP-LA	CG32042	0.579	Diptera	non_HKs	0	non_TS_non_HK
FBgn0035976	PGRP-LC	CG4432	0.54	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0035977	PGRP-LF	CG4437	0.564	Diptera	non_HKs	0	non_TS_non_HK
FBgn0035978	UGP	CG4347	0.351	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0035980	CG4447	CG4447	0.348	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0035981	CG4452	CG4452	0.39	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0035982	CG4461	CG4461	0.787	Pan-drosophilid	non_HKs	0	TS
FBgn0035983	CG4080	CG4080	0.41	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035985	Cpr67B	CG3672	0.695	Diptera	non_HKs	0	TS
FBgn0035986	CG4022	CG4022	0.412	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0035987	CG3689	CG3689	0.25	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035988	CG3982	CG3982	0.813	Pan-drosophilid	non_HKs	0	TS
FBgn0035989	CG3967	CG3967	0.535	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035993	Nf-YA	CG3891	0.446	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035995	CG3529	CG3529	0.407	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035996	CG3448	CG3448	0.353	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0035997	phol	CG3445	0.408	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0035998	CG3437	CG3437	0.337	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0035999	CG3552	CG3552	0.663	Bilateria	non_HKs	0	TS
FBgn0036000	CG3434	CG3434	0.343	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036004	Jarid2	CG3654	0.375	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036005	pall	CG3428	0.324	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036007	path	CG3424	0.4	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036008	CG3408	CG3408	0.538	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036009	Or67a	CG12526	0.887	Diptera	non_HKs	0	TS
FBgn0036010	Ir67a	CG12525	0.977	Pan-drosophilid	non_HKs	0	TS
FBgn0036014	CG3222	CG3222	0.856	Diptera	non_HKs	0	TS
FBgn0036015	CG3088	CG3088	0.866	Pan-drosophilid	non_HKs	0	TS
FBgn0036016	CG3306	CG3306	0.864	mel-group	non_HKs	0	TS
FBgn0036018	CG3335	CG3335	0.372	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036019	Or67b	CG14176	0.916	Diptera	non_HKs	0	TS
FBgn0036020	CG8336	CG8336	0.52	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036022	CG8329	CG8329	0.806	Pan-drosophilid	non_HKs	0	TS
FBgn0036023	CG18179	CG18179	0.839	Pan-drosophilid	non_HKs	0	TS
FBgn0036024	CG18180	CG18180	0.753	Pan-drosophilid	non_HKs	0	TS
FBgn0036028	CG16717	CG16717	0.361	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036029	CG16719	CG16719	0.753	mel-group	non_HKs	0	TS
FBgn0036030	CG6767	CG6767	0.409	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036031	CG6761	CG6761	0.899	Diptera	non_HKs	0	TS
FBgn0036032	CG16711	CG16711	0.595	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036035	CG18178	CG18178	0.421	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036036	CG14174	CG14174	0.54	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036038	defl	CG18176	0.352	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036039	Naa60	CG18177	0.292	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036040	CG6749	CG6749	0.681	Pan-drosophilid	non_HKs	0	TS
FBgn0036043	CG8177	CG8177	0.38	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036044	Zasp67	CG14168	0.873	Pan-drosophilid	non_HKs	0	TS
FBgn0036046	Ilp2	CG8167	0.847	Diptera	non_HKs	0	TS
FBgn0036052	CG10809	CG10809	0.543	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036053	iPLA2-VIA	CG6718	0.367	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036056	CG6709	CG6709	0.989	Pan-drosophilid	non_HKs	0	TS
FBgn0036057	CG14164	CG14164	0.898	Pan-drosophilid	non_HKs	0	TS
FBgn0036058	CG6707	CG6707	0.231	Bilateria	HK	13.75365678	non_TS_HK
FBgn0036059	nudE	CG8104	0.312	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036062	CG6685	CG6685	0.406	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036063	CG6674	CG6674	0.505	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036066	CG14160	CG14160	0.852	Diptera	non_HKs	0	TS
FBgn0036070	CG8072	CG8072	0.887	Bilateria	non_HKs	0	TS
FBgn0036072	CG6628	CG6628	0.915	Bilateria	non_HKs	0	TS
FBgn0036075	CG8065	CG8065	0.881	Pan-drosophilid	non_HKs	0	TS
FBgn0036078	Or67c	CG14156	0.968	Diptera	non_HKs	0	TS
FBgn0036080	Or67d	CG14157	0.919	Diptera	non_HKs	0	TS
FBgn0036082	CG12362	CG12362	0.879	mel-subgroup	non_HKs	0	TS
FBgn0036083	Ir67b	CG12303	0.976	Pan-drosophilid	non_HKs	0	TS
FBgn0036085	CG6527	CG6527	0.771	Pan-drosophilid	non_HKs	0	TS
FBgn0036089	CG14151	CG14151	0.911	Pan-drosophilid	non_HKs	0	TS
FBgn0036090	CG8009	CG8009	0.495	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036091	CG18628	CG18628	0.859	Pan-drosophilid	non_HKs	0	TS
FBgn0036093	CG14154	CG14154	0.836	Pan-drosophilid	non_HKs	0	TS
FBgn0036094	CG14153	CG14153	0.698	Pan-drosophilid	non_HKs	0	TS
FBgn0036096	CG8003	CG8003	0.374	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036099	CG11811	CG11811	0.242	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036101	NijA	CG6449	0.643	Bilateria	non_HKs	0	TS
FBgn0036102	CG12523	CG12523	0.941	Pan-drosophilid	non_HKs	0	TS
FBgn0036104	CG6418	CG6418	0.314	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036105	Blos4	CG14149	0.365	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036106	CG6409	CG6409	0.665	Pan-drosophilid	non_HKs	0	TS
FBgn0036107	galla-2	CG7949	0.302	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036108	Cpr67Fa1	CG7941	0.911	Pan-drosophilid	non_HKs	0	TS
FBgn0036109	Cpr67Fa2	CG18349	0.907	Pan-drosophilid	non_HKs	0	TS
FBgn0036110	Cpr67Fb	CG18348	0.724	Diptera	non_HKs	0	TS
FBgn0036111	Aps	CG6391	0.194	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036112	CG14147	CG14147	0.927	Pan-drosophilid	non_HKs	0	TS
FBgn0036116	CG7888	CG7888	0.554	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036117	CG6321	CG6321	0.553	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036118	Blos2	CG14145	0.305	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036121	CG6310	CG6310	0.451	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036124	CG7839	CG7839	0.378	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036125	CG6279	CG6279	0.85	Cellular_Organisms	non_HKs	0	TS
FBgn0036126	CG6272	CG6272	0.279	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036128	Elo68beta	CG11801	0.763	mel-subgroup	non_HKs	0	TS
FBgn0036131	CG12522	CG12522	0.962	Pan-drosophilid	non_HKs	0	TS
FBgn0036133	CG7638	CG7638	0.219	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036134	FoxK	CG11799	0.265	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036135	mRpL2	CG7636	0.396	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036136	Ufd1-like	CG6233	0.427	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036138	CG14143	CG14143	0.939	mel-group	non_HKs	0	TS
FBgn0036139	CG6216	CG6216	0.819	Diptera	non_HKs	0	TS
FBgn0036141	wls	CG6210	0.32	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036142	CG7616	CG7616	0.669	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0036143	CG14142	CG14142	0.81	Bilateria	non_HKs	0	TS
FBgn0036144	GlcAT-P	CG6207	0.505	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036145	CG7607	CG7607	0.534	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036146	CG14141	CG14141	0.572	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036147	Plod	CG6199	0.432	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036150	Ir68a	CG6185	0.855	Diptera	non_HKs	0	TS
FBgn0036152	CG6175	CG6175	0.458	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036153	CG7573	CG7573	0.874	Pan-drosophilid	non_HKs	0	TS
FBgn0036154	CG6168	CG6168	0.943	Pan-drosophilid	non_HKs	0	TS
FBgn0036155	CG6163	CG6163	0.581	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036156	CG11726	CG11726	0.898	Pan-drosophilid	non_HKs	0	TS
FBgn0036157	CG7560	CG7560	0.804	Cellular_Organisms	non_HKs	0	TS
FBgn0036158	CG6149	CG6149	0.946	Pan-drosophilid	non_HKs	0	TS
FBgn0036159	CG7557	CG7557	0.881	Pan-drosophilid	non_HKs	0	TS
FBgn0036160	CG12289	CG12289	0.915	mel-group	non_HKs	0	TS
FBgn0036161	CG7551	CG7551	0.907	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0036162	CG6140	CG6140	0.899	mel-subgroup	non_HKs	0	TS
FBgn0036165	chrb	CG7533	0.301	Bilateria	HK	1.419831259	non_TS_HK
FBgn0036168	CG7512	CG7512	0.766	Bilateria	non_HKs	0	TS
FBgn0036169	Fuca	CG6128	0.368	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036170	CG11714	CG11714	0.781	Pan-drosophilid	non_HKs	0	TS
FBgn0036173	CG7394	CG7394	0.533	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036176	CG7377	CG7377	0.98	mel-group	non_HKs	0	TS
FBgn0036177	CG33268	CG33268	0.947	mel-group	non_HKs	0	TS
FBgn0036178	CG14137	CG14137	0.968	Pan-drosophilid	non_HKs	0	TS
FBgn0036179	CG7368	CG7368	0.814	Pan-drosophilid	non_HKs	0	TS
FBgn0036180	CG6091	CG6091	0.506	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036181	Muc68Ca	CG18331	0.819	Pan-drosophilid	non_HKs	0	TS
FBgn0036183	CG6083	CG6083	0.815	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0036184	PCID2	CG7351	0.334	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036186	CG6071	CG6071	0.869	Pan-drosophilid	non_HKs	0	TS
FBgn0036187	RIOK1	CG11660	0.408	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036188	CG7339	CG7339	0.309	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036191	Sugb	CG7334	0.475	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036192	Pallidin	CG14133	0.505	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036193	CG14135	CG14135	0.451	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036194	CG11652	CG11652	0.319	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036195	CG6053	CG6053	0.851	Eukaryota	non_HKs	0	TS
FBgn0036196	CG11658	CG11658	0.474	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036198	crim	CG6038	0.395	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036199	Bmcp	CG7314	0.48	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036202	CG6024	CG6024	0.728	Diptera	non_HKs	0	TS
FBgn0036203	Muc68D	CG6004	0.871	Pan-drosophilid	non_HKs	0	TS
FBgn0036204	Tim13	CG11611	0.875	mel-group	non_HKs	0	TS
FBgn0036205	CG14131	CG14131	0.661	Pan-drosophilid	non_HKs	0	TS
FBgn0036206	CG5964	CG5964	0.88	Diptera	non_HKs	0	TS
FBgn0036207	CG10907	CG10907	0.533	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036208	CG10361	CG10361	0.731	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS
FBgn0036210	CG14130	CG14130	0.398	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036211	CG5946	CG5946	0.413	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036212	CG11597	CG11597	0.747	mel-group	non_HKs	0	TS
FBgn0036213	RpL10Ab	CG7283	0.122	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	HK	60.00329339	non_TS_HK
FBgn0036214	CG7264	CG7264	0.828	Diptera	non_HKs	0	TS
FBgn0036217	CG5906	CG5906	0.907	Diptera	non_HKs	0	TS
FBgn0036218	Sprn	CG14128	0.858	Pan-drosophilid	non_HKs	0	TS
FBgn0036219	CCDC151	CG14127	0.847	Eukaryota	non_HKs	0	TS
FBgn0036220	CG5897	CG5897	0.789	Pan-drosophilid	non_HKs	0	TS
FBgn0036221	CG11588	CG11588	0.881	Pan-drosophilid	non_HKs	0	TS
FBgn0036222	SdhAL	CG5718	0.918	mel-group	non_HKs	0	TS
FBgn0036224	Rpt4R	CG7257	0.871	Pan-drosophilid	non_HKs	0	TS
FBgn0036225	CG5883	CG5883	0.82	Pan-drosophilid	non_HKs	0	TS
FBgn0036226	CG7252	CG7252	0.875	Bilateria	non_HKs	0	TS
FBgn0036227	CG17826	CG17826	0.895	Bilateria	non_HKs	0	TS
FBgn0036228	obst-G	CG9781	0.912	Pan-drosophilid	non_HKs	0	TS
FBgn0036229	CG7248	CG7248	0.881	Pan-drosophilid	non_HKs	0	TS
FBgn0036230	CG11570	CG11570	0.941	Pan-drosophilid	non_HKs	0	TS
FBgn0036232	CG14125	CG14125	0.888	Pan-drosophilid	non_HKs	0	TS
FBgn0036235	CG6938	CG6938	0.955	Eukaryota	non_HKs	0	TS
FBgn0036236	CG6931	CG6931	0.593	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036237	viaf	CG18593	0.269	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036239	Pop2	CG5684	0.41	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036240	CG6928	CG6928	0.578	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036242	CG6793	CG6793	0.826	Diptera	non_HKs	0	TS
FBgn0036246	CG17154	CG17154	0.906	Pan-drosophilid	non_HKs	0	TS
FBgn0036248	ssp	CG17153	0.349	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036249	CG11560	CG11560	0.287	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036250	Ir68b	CG17152	0.974	Pan-drosophilid	non_HKs	0	TS
FBgn0036254	CG5645	CG5645	0.353	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036255	Atg12	CG10861	0.369	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036257	RhoGAP68F	CG6811	0.361	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036258	CG5642	CG5642	0.266	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036259	CG9760	CG9760	0.669	Diptera	non_HKs	0	TS
FBgn0036260	Rh7	CG5638	0.81	Diptera	non_HKs	0	TS
FBgn0036262	CG6910	CG6910	0.632	Eukaryota	non_HKs	0	TS
FBgn0036263	thoc6	CG5632	0.616	Eukaryota	non_HKs	0	TS
FBgn0036264	CG11529	CG11529	0.829	Bilateria	non_HKs	0	TS
FBgn0036266	CG5626	CG5626	0.488	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036271	Pbgs	CG10335	0.338	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036272	CG4300	CG4300	0.314	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036273	CG10426	CG10426	0.466	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036274	CG4328	CG4328	0.822	Pan-drosophilid	non_HKs	0	TS
FBgn0036277	CG10418	CG10418	0.339	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036278	CrzR	CG10698	0.781	Diptera	non_HKs	0	TS
FBgn0036279	Ncc69	CG4357	0.426	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036282	Smyd4-2	CG14122	0.771	Diptera	non_HKs	0	TS
FBgn0036285	toe	CG10704	0.937	Bilateria	non_HKs	0	TS
FBgn0036286	CG10616	CG10616	0.461	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036287	CG10663	CG10663	0.621	Bilateria	non_HKs	0	TS
FBgn0036288	CG10660	CG10660	0.607	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036289	CG10657	CG10657	0.722	Diptera	non_HKs	0	TS
FBgn0036290	CG10638	CG10638	0.386	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036291	CG10681	CG10681	0.39	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036292	CG10646	CG10646	0.291	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036294	CG10654	CG10654	0.419	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036298	nst	CG10627	0.277	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036299	Tsf2	CG10620	0.339	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036300	CG10688	CG10688	0.389	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036301	CG4069	CG4069	0.301	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036302	sowah	CG10632	0.311	Diptera	non_HKs	0	non_TS_non_HK
FBgn0036305	CG10984	CG10984	0.38	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036306	CG10973	CG10973	0.224	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036309	Hip1	CG10971	0.42	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036310	CG10969	CG10969	0.909	Pan-drosophilid	non_HKs	0	TS
FBgn0036311	CG17666	CG17666	0.885	Pan-drosophilid	non_HKs	0	TS
FBgn0036314	CG10754	CG10754	0.402	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036316	CG10960	CG10960	0.378	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	0.851653902	non_TS_HK
FBgn0036317	CG10948	CG10948	0.284	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036318	Wbp2	CG11009	0.306	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036319	Ent3	CG11010	0.711	Eukaryota	non_HKs	0	TS
FBgn0036320	CG10943	CG10943	0.877	Pan-drosophilid	non_HKs	0	TS
FBgn0036321	CG14120	CG14120	0.852	Diptera	non_HKs	0	TS
FBgn0036323	CG14118	CG14118	0.855	Pan-drosophilid	non_HKs	0	TS
FBgn0036324	CG12520	CG12520	0.746	Pan-drosophilid	non_HKs	0	TS
FBgn0036325	CG10752	CG10752	0.915	Pan-drosophilid	non_HKs	0	TS
FBgn0036327	CG10748	CG10748	0.901	Pan-drosophilid	non_HKs	0	TS
FBgn0036328	CG10749	CG10749	0.894	Pan-drosophilid	non_HKs	0	TS
FBgn0036329	CG11262	CG11262	0.909	mel-group	non_HKs	0	TS
FBgn0036330	CG11263	CG11263	0.696	Bilateria	non_HKs	0	TS
FBgn0036331	CG14117	CG14117	0.338	Pan-drosophilid	non_HKs	0	non_TS_non_HK
FBgn0036332	CG11261	CG11261	0.389	mel-group	non_HKs	0	non_TS_non_HK
FBgn0036333	MICAL-like	CG11259	0.256	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036334	CG11267	CG11267	0.265	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036335	mRpL20	CG11258	0.308	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036336	ste14	CG11268	0.349	Cellular_Organisms	non_HKs	0	non_TS_non_HK
FBgn0036337	AdenoK	CG11255	0.412	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK
FBgn0036340	SRm160	CG11274	0.324	Eukaryota	non_HKs	0	non_TS_non_HK
FBgn0036341	Syx13	CG11278	0.491	Bilateria	non_HKs	0	non_TS_non_HK
FBgn0036342	CG11279	CG11279	0.456	Diptera	non_HKs	0	non_TS_non_HK
