CG_ID	SSP1	SSP2	SSH11	SSH12	log2_P_ratio	log2_H_ratio	perc_cis	FBgn_ID	Gene_name	tau	Age_classification	HK_bin	min	class	pvalsPar1.adj	pvalsHyb1.adj
CG4281	126	86	101	111	0.551015168797818	-0.136204383598311	16.5412222847055	FBgn0025626	CG4281	0.35	Diptera	non_HKs	0	non_TS_non_HK	0.0276069367085791	0.808351066871771
CG4287	86	79	98	67	0.122484006524995	0.548620653657436	56.2827950314269	FBgn0038388	CG4287	0.362	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.797291009881997	0.112984068863024
CG4289	48	57	50	55	-0.247927513443586	-0.137503523749935	55.4611796972759	FBgn0037020	Pex14	0.376	Eukaryota	non_HKs	0	non_TS_non_HK	0.61345893529499	0.911797126024467
CG4293	71	49	68	52	0.535037275389474	0.387023123109247	72.3357307820317	FBgn0024983	CG4293	0.539	Eukaryota	non_HKs	0	non_TS_non_HK	0.139524292002952	0.447435099505179
CG4294	169	187	177	179	-0.146015023605452	-0.016210227181259	11.101752943629	FBgn0034742	CG4294	0.357	Pan-drosophilid	HK	2.962636361	non_TS_HK	0.555801393697743	1
CG4299	60	33	55	38	0.862496476250065	0.533432200081074	61.8474642818616	FBgn0014879	Set	0.317	Eukaryota	non_HKs	0	non_TS_non_HK	0.0258601991775188	0.318392656698516
CG4300	344	286	342	288	0.266393417923708	0.247927513443585	93.0681829063016	FBgn0036272	CG4300	0.314	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.0715409389157757	0.16755495645283
CG4302	60	145	86	119	-1.27301849440642	-0.468553008605846	36.8064573032242	FBgn0027073	CG4302	0.651	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	TS	3.91921802490593e-08	0.135463011249792
CG4303	203	165	198	170	0.29901370293936	0.219965683941908	73.5637470054397	FBgn0025463	Bap60	0.321	Eukaryota	non_HKs	0	non_TS_non_HK	0.136738975640229	0.43101351364745
CG4311	280	389	337	332	-0.474343328041225	0.0215653498349337	4.16742651420057	FBgn0010611	Hmgs	0.473	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000219309170801004	1
CG4317	142	280	206	216	-0.979535897440284	-0.0683869749802501	6.98156904294763	FBgn0026060	Mipp2	0.388	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	3.26757428080672e-10	0.894647950809067
CG4320	48	134	83	99	-1.48112668973662	-0.254317188732685	17.1705223121669	FBgn0029840	raptor	0.473	Eukaryota	non_HKs	0	non_TS_non_HK	2.35816830778905e-09	0.577123769328544
CG4326	119	87	92	114	0.451874267459215	-0.309328058107729	28.8948415500304	FBgn0034986	mRpS17	0.382	Bilateria	non_HKs	0	non_TS_non_HK	0.0889139486611886	0.403915925772619
CG4330	52	49	75	26	0.085729874025884	1.52837897235479	51.4427644570547	FBgn0030452	MFS10	0.864	Cellular_Organisms	non_HKs	0	TS	0.936564575177062	3.40265875128376e-05
CG4332	83	106	95	94	-0.352881023216274	0.0152667566533106	3.98178869058057	FBgn0030456	CG4332	0.353	Diptera	non_HKs	0	non_TS_non_HK	0.235265648561159	1
CG4337	37	60	41	56	-0.697437229979569	-0.44980291743952	64.49367743857	FBgn0010438	mtSSB	0.366	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0761535159899949	0.423760044102291
CG4347	717	955	844	828	-0.413527614221206	0.02761223120786	5.89058322812449	FBgn0035978	UGP	0.351	Cellular_Organisms	non_HKs	0	non_TS_non_HK	8.85366692190361e-08	0.921201356841986
CG4357	104	141	122	123	-0.439111634257701	-0.0117771677763537	2.68204412216553	FBgn0036279	Ncc69	0.426	Diptera	non_HKs	0	non_TS_non_HK	0.0669116914536254	1
CG4364	1849	917	1437	1329	1.01175158580914	0.112718957181162	11.1409716339625	FBgn0032138	CG4364	0.25	Eukaryota	non_HKs	0	non_TS_non_HK	2.95751563074077e-69	0.188216520878085
CG4370	43	64	60	47	-0.573735245297902	0.352301743930881	27.559342042316	FBgn0039081	Irk2	0.742	Bilateria	non_HKs	0	TS	0.135529824002448	0.552848842655939
CG4376	276	170	218	228	0.699133520640467	-0.0647056893878154	7.80955738589611	FBgn0000667	Actn	0.446	Eukaryota	non_HKs	0	non_TS_non_HK	6.12061560838885e-06	0.901834445293667
CG4380	155	133	138	150	0.220841969773048	-0.120294233717712	26.0698523585612	FBgn0003964	usp	0.306	Bilateria	non_HKs	0	non_TS_non_HK	0.38634806701314	0.799682993818652
CG4389	1563	1625	1494	1694	-0.0561219398035149	-0.181253726542962	59.1587130217519	FBgn0028479	Mtpalpha	0.233	Cellular_Organisms	HK	11.40216016	non_TS_HK	0.460349802474905	0.0063720542390929
CG4390	94	141	97	138	-0.584962500721156	-0.508611614591041	86.9477298055879	FBgn0038771	CG4390	0.493	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0113169546090956	0.067313391840529
CG4399	129	302	209	222	-1.22717748390182	-0.0870567342692231	7.09406222092873	FBgn0261954	east	0.285	Pan-drosophilid	non_HKs	0	non_TS_non_HK	1.36747356381168e-15	0.827252054979533
CG4400	82	103	101	84	-0.328948522565135	0.265894059973034	30.8914535341829	FBgn0030434	Brms1	0.325	Diptera	non_HKs	0	non_TS_non_HK	0.283460672645827	0.543762547627873
CG4404	226	177	271	132	0.35257341233219	1.03775492199542	60.2317591599353	FBgn0030432	CG4404	0.563	Bilateria	non_HKs	0	non_TS_non_HK	0.0553336221756718	2.76048628437918e-10
CG4407	87	164	114	137	-0.914608508769355	-0.265142068795785	28.9896787809841	FBgn0030431	CG4407	0.375	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	1.29040751488792e-05	0.439164678171254
CG4408	362	253	325	290	0.516852312388895	0.164386817900882	31.8053753384763	FBgn0039073	CG4408	0.543	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.00010322174785075	0.447210219610109
CG4412	140	116	132	124	0.271302021817394	0.0901978089715782	33.2462723157617	FBgn0016119	ATPsynCF6	0.393	Bilateria	non_HKs	0	non_TS_non_HK	0.296825395845495	0.894970367621367
CG4413	29	47	30	46	-0.696607856550065	-0.616671360448494	88.5248931159843	FBgn0038767	trem	0.539	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.131365990191049	0.295510495327969
CG4420	377	305	307	375	0.305755280818416	-0.288651940013064	32.6877238595206	FBgn0030753	rngo	0.374	Eukaryota	non_HKs	0	non_TS_non_HK	0.025202243124659	0.0729913225521076
CG4422	1124	797	1034	887	0.495990406230454	0.221230176013871	44.6037208048495	FBgn0004868	Gdi	0.202	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	HK	25.19358057	non_TS_HK	2.17079706809827e-12	0.0110181076132272
CG4426	86	58	77	67	0.568283759574526	0.200697350237129	35.3163972849393	FBgn0015905	ast	0.44	Diptera	non_HKs	0	non_TS_non_HK	0.0740775619539686	0.750733739668918
CG4428	99	52	92	59	0.928916901938517	0.640918906695172	68.9963661289471	FBgn0031298	Atg4a	0.182	Eukaryota	non_HKs	0	non_TS_non_HK	0.0010543795672044	0.0676075632501765
CG4429	361	299	339	321	0.271853352689066	0.0787119760140408	28.9538367783413	FBgn0262734	Rbp2	0.225	Eukaryota	HK	9.286849288	non_TS_HK	0.0573799992152077	0.795344740084675
CG4432	24	28	14	38	-0.222392421336448	-1.44057259138598	54.1822696822772	FBgn0035976	PGRP-LC	0.54	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.820598197224166	0.0143683436543649
CG4433	118	128	114	132	-0.117356950638159	-0.211504105193712	69.1978516192654	FBgn0038763	CG4433	0.323	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.735701897164691	0.591561492777424
CG4443	131	95	130	96	0.463567393206503	0.437405312307298	94.3563586907525	FBgn0267384	Ubc7	0.253	Eukaryota	non_HKs	0	non_TS_non_HK	0.0629059054879921	0.145456883301313
CG4445	48	49	36	61	-0.0297473433940521	-0.760812336120574	50.9969768565704	FBgn0027558	pgant3	0.407	Bilateria	non_HKs	0	non_TS_non_HK	1	0.0934077045373797
CG4447	65	39	55	49	0.736965594166206	0.166649869409451	22.612978235164	FBgn0035980	CG4447	0.348	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0472884217135014	0.869516966796219
CG4448	38	42	44	36	-0.144389909335175	0.289506617194985	40.02009387244	FBgn0039067	wda	0.606	Diptera	non_HKs	0	non_TS_non_HK	0.862325066070166	0.737339387885845
CG4451	65	58	78	45	0.164386817900882	0.793549122532574	55.7772368578123	FBgn0038755	Hs6st	0.427	Bilateria	non_HKs	0	non_TS_non_HK	0.753547466626377	0.0358660043144269
CG4452	212	147	200	159	0.528248109726835	0.330973234490369	62.6548828847718	FBgn0035981	CG4452	0.39	Bilateria	non_HKs	0	non_TS_non_HK	0.0037552706596989	0.16755495645283
CG4453	325	506	440	391	-0.638697666778493	0.170334916217307	17.3923390713053	FBgn0061200	Nup153	0.278	Bilateria	non_HKs	0	non_TS_non_HK	6.09154365934507e-09	0.317163494812524
CG4457	52	53	47	58	-0.027480736422107	-0.303392143449935	52.3718770927127	FBgn0015298	Srp19	0.376	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1	0.641294275526417
CG4461	174	89	137	126	0.96721006488233	0.12075215946061	12.4845846672719	FBgn0035982	CG4461	0.787	Pan-drosophilid	non_HKs	0	TS	2.03019234255988e-06	0.809064281496423
CG4482	29	35	34	30	-0.271302021817394	0.180572245641821	28.5513860700144	FBgn0086711	mol	0.623	Bilateria	non_HKs	0	TS	0.705781033180181	0.917234940994418
CG4486	54	37	65	26	0.545434136534519	1.32192809488736	62.9962925163769	FBgn0015039	Cyp9b2	0.671	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	TS	0.20885133432571	0.00105082971339928
CG4488	102	105	108	99	-0.0418201756946271	0.125530882083859	42.8605745177933	FBgn0011737	Wee1	0.498	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.96468055018243	0.837100833258094
CG4497	45	21	37	29	1.09953567355091	0.351472370501378	31.9655268088128	FBgn0031895	CG4497	0.473	Bilateria	non_HKs	0	non_TS_non_HK	0.0173733766774405	0.702059435322492
CG4510	121	65	93	93	0.89649542424614	0	0	FBgn0038746	Surf6	0.394	Eukaryota	non_HKs	0	non_TS_non_HK	0.000348902709883239	1
CG4511	78	50	58	70	0.641546029087524	-0.271302021817394	22.9111181147574	FBgn0037843	CG4511	0.354	Eukaryota	non_HKs	0	non_TS_non_HK	0.0553077865433882	0.642174219934636
CG4521	34	91	45	80	-1.42033179894836	-0.830074998557688	58.4423301071125	FBgn0030766	mthl1	0.298	Diptera	non_HKs	0	non_TS_non_HK	3.78674679328431e-06	0.0232537428229899
CG4527	170	233	191	212	-0.454795208516579	-0.150491626527451	33.0899762594937	FBgn0035001	Slik	0.262	Bilateria	non_HKs	0	non_TS_non_HK	0.00896261210700358	0.633192818210023
CG4528	196	109	170	135	0.846525519338282	0.332575339086871	39.2871013914431	FBgn0003449	snf	0.335	Eukaryota	non_HKs	0	non_TS_non_HK	7.3100127254085e-06	0.215521237197697
CG4532	238	252	223	267	-0.082462160191973	-0.259796031767249	59.4322259311733	FBgn0029903	pod1	0.287	Eukaryota	HK	5.262292845	non_TS_HK	0.727011665202623	0.216707157992906
CG4538	116	90	98	108	0.366127898797897	-0.14017765804826	21.6831086745468	FBgn0038745	CG4538	0.477	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.189359084040212	0.806895469218033
CG4539	37	65	52	50	-0.812914447399505	0.0565835283663675	6.10999443503492	FBgn0010520	Bka	0.327	Eukaryota	non_HKs	0	non_TS_non_HK	0.0274939147595446	1
CG4542	72	78	78	72	-0.115477217419936	0.115477217419936	33.3333333333333	FBgn0029906	xit	0.346	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Eukaryota by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.825160401856635	0.907899827623578
CG4548	319	288	305	302	0.147487612322557	0.0142606931251696	9.66907857588836	FBgn0039338	XNP	0.26	Eukaryota	non_HKs	0	non_TS_non_HK	0.394239779572049	1
CG4551	147	128	131	144	0.199672344836364	-0.136501999904862	28.8785342128907	FBgn0016930	Dyrk2	0.467	Eukaryota	non_HKs	0.286126109	non_TS_non_HK	0.457411712441588	0.766012700272094
CG4552	51	50	52	49	0.0285691521967709	0.085729874025884	59.9968622937798	FBgn0031304	CG4552	0.445	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.986028841925337
CG4554	139	151	121	169	-0.119463666601571	-0.48201619900759	57.0724656359002	FBgn0034734	CG4554	0.418	Eukaryota	non_HKs	0	non_TS_non_HK	0.691738251492707	0.0483370810807868
CG4557	175	224	203	196	-0.356143810225275	0.0506260730699681	11.0683254553185	FBgn0029912	CG4557	0.479	Eukaryota	non_HKs	0	non_TS_non_HK	0.053784925440248	0.951006414339972
CG4558	63	69	73	59	-0.131244533278253	0.307181509518176	41.1988194814532	FBgn0029914	CG4558	0.31	Diptera	non_HKs	0	non_TS_non_HK	0.810037761118228	0.567075284042739
CG4559	99	102	105	96	-0.043068721891886	0.129283016944966	42.860782607718	FBgn0020414	Idgf3	0.478	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.963911754791982	0.833088711820267
CG4561	428	297	367	358	0.527147865600381	0.0358204755789563	6.79514760780821	FBgn0027080	Aats-tyr	0.258	Cellular_Organisms	non_HKs	0	non_TS_non_HK	1.25385998241372e-05	0.951006414339972
CG4562	47	89	61	75	-0.92114457928876	-0.298081352932995	32.3598878650679	FBgn0038740	CG4562	0.63	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	0.00226448878153501	0.575834239027539
CG4567	147	140	124	163	0.070389327891398	-0.394531843844202	45.9049926746774	FBgn0263133	ico	0.366	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.851225858972019	0.133653823289637
CG4572	96	107	113	90	-0.156504485679991	0.328325866085513	40.3767269901966	FBgn0038738	CG4572	0.295	Eukaryota	non_HKs	0	non_TS_non_HK	0.660836011824374	0.369826522565126
CG4574	128	109	120	117	0.231815675223074	0.0365258760251139	15.7564306166809	FBgn0004611	Plc21C	0.473	Eukaryota	non_HKs	0	non_TS_non_HK	0.416260503719276	1
CG4577	47	29	41	35	0.696607856550065	0.228268987673117	32.7686496106453	FBgn0031306	CG4577	0.746	Pan-drosophilid	non_HKs	0	TS	0.131365990191049	0.830610376117431
CG4579	102	103	97	108	-0.0140751852117228	-0.154974659976341	52.3785764889597	FBgn0021761	Nup154	0.3	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.77762271723704
CG4581	567	370	553	384	0.615823464425917	0.526173169513551	85.4422086699896	FBgn0025352	Thiolase	0.237	Cellular_Organisms	non_HKs	0	non_TS_non_HK	2.30768361727644e-09	1.57127040123174e-06
CG4584	46	36	46	36	0.3536369546147	0.3536369546147	100	FBgn0250837	dUTPase	0.406	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.507662944740371	0.633192818210023
CG4585	49	64	45	68	-0.385290155884792	-0.595609744920665	73.9034701710938	FBgn0025335	CG4585	0.269	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.347932357055782	0.176943536095964
CG4590	105	114	105	114	-0.118644496498619	-0.118644496498619	100	FBgn0027108	Inx2	0.477	Bilateria	non_HKs	0	non_TS_non_HK	0.753547466626377	0.846220483275278
CG4593	78	100	85	93	-0.358453970912476	-0.12976787497033	36.2021027804474	FBgn0029929	CG4593	0.319	Eukaryota	non_HKs	0	non_TS_non_HK	0.244524555037648	0.853887225070851
CG4594	40	39	46	33	0.0365258760251139	0.47916783669856	51.981204589561	FBgn0032161	CG4594	0.517	Diptera	non_HKs	0	non_TS_non_HK	1	0.457049794804124
CG4598	69	80	93	56	-0.213403638109193	0.731803889050427	43.6373826663782	FBgn0032160	CG4598	0.422	Diptera	non_HKs	0	non_TS_non_HK	0.596616940255639	0.0303741392559055
CG4600	912	1364	1066	1210	-0.580737914859431	-0.182799609402781	31.4771267254056	FBgn0040064	yip2	0.295	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	1.07153850516293e-19	0.0275830804629067
CG4603	189	158	167	180	0.25846167604397	-0.108148803855622	22.7797133318164	FBgn0035593	CG4603	0.539	Eukaryota	non_HKs	0	non_TS_non_HK	0.231999154222312	0.800018040403883
CG4606	211	47	195	63	2.16651033702955	1.63005039024969	75.2385235551019	FBgn0026616	alpha-Man-IIb	0.544	Diptera	non_HKs	0	non_TS_non_HK	3.18597179303184e-24	8.73892985828912e-15
CG4607	30	53	31	52	-0.821029858954681	-0.746243407754217	90.8911411217516	FBgn0029932	CG4607	0.733	Diptera	non_HKs	0	TS	0.0511708919694502	0.14358478603622
CG4609	149	242	206	185	-0.699694716812433	0.155119066666906	15.3593445984497	FBgn0014163	fax	0.376	Cellular_Organisms	HK	7.175991326	non_TS_HK	2.64191913060343e-05	0.629679062388008
CG4610	95	84	87	92	0.177538185552188	-0.0806184602082846	23.7970437579081	FBgn0034735	CG4610	0.327	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.635833149711933	0.951006414339972
CG4611	36	49	42	43	-0.444784842672896	-0.0339473319233377	7.63230413143896	FBgn0035591	CG4611	0.412	Eukaryota	non_HKs	0	non_TS_non_HK	0.355040033370487	1
CG4612	146	157	133	170	-0.10479619001161	-0.354108500636512	58.6835080971553	FBgn0035016	CG4612	0.344	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.735701897164691	0.177148940538334
CG4615	106	121	114	113	-0.190942782711395	0.012711051749554	5.87482191411932	FBgn0029935	CG4615	0.371	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.543300875291987	1
CG4617	45	54	42	57	-0.263034405833794	-0.440572591385981	71.2772868268648	FBgn0029936	CG4617	0.385	Pan-drosophilid	non_HKs	0	non_TS_non_HK	0.602475451750522	0.430986542307209
CG4618	91	101	99	93	-0.150416842553098	0.0901978089715782	27.2655415809524	FBgn0035589	CHMP2B	0.387	Diptera	non_HKs	0	non_TS_non_HK	0.689190686436781	0.923873019065298
CG4620	48	58	49	57	-0.273018494406416	-0.218180170049533	79.9140624241924	FBgn0004395	unk	0.268	Bilateria	non_HKs	0	non_TS_non_HK	0.567196667554091	0.786448645427948
CG4621	81	41	67	55	0.982297998266541	0.284729476933113	28.9860589592542	FBgn0032321	YL-1	0.318	Eukaryota	non_HKs	0	non_TS_non_HK	0.00215290745304243	0.633192818210023
CG4625	147	89	141	95	0.723938913869967	0.569695744067846	78.6938971165976	FBgn0040212	Dhap-at	0.343	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.00122777249137383	0.0325025212524603
CG4626	40	55	56	39	-0.459431618637297	0.521952703195356	34.7196067485687	FBgn0027342	fz4	0.414	Diptera	non_HKs	0	non_TS_non_HK	0.296825395845495	0.324565062989583
CG4633	159	148	132	175	0.103429589655406	-0.406816992473875	44.3608277266839	FBgn0028962	Aats-ala-m	0.462	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.736464936606027	0.100942402419257
CG4634	102	102	98	106	0	-0.113210610447991	50	FBgn0016687	Nurf-38	0.203	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.869516966796219
CG4636	53	80	60	73	-0.594007640324163	-0.282933963271499	47.6313676903373	FBgn0041781	SCAR	0.189	Bilateria	non_HKs	0	non_TS_non_HK	0.0733050332892567	0.615738237801639
CG4644	196	197	195	198	-0.00734197534116807	-0.0220263063299989	59.9997928085577	FBgn0261938	mtRNApol	0.36	Eukaryota	non_HKs	0	non_TS_non_HK	1	1
CG4645	149	166	159	156	-0.155870910884763	0.0274807364221069	13.0344000935991	FBgn0030435	CG4645	0.405	Eukaryota	non_HKs	0	non_TS_non_HK	0.555628650660595	1
CG4646	54	50	51	53	0.111031312388744	-0.0554951125917036	24.9953735113059	FBgn0033810	CG4646	0.38	Eukaryota	non_HKs	0	non_TS_non_HK	0.885010030205819	1
CG4647	89	96	92	93	-0.109229069754758	-0.0155968550510185	14.2790331237249	FBgn0030433	mRpL49	0.287	Eukaryota	non_HKs	0	non_TS_non_HK	0.806836745944156	1
CG4651	2667	773	1716	1724	1.78667750562608	-0.00671022158955258	0.372769803665767	FBgn0011272	RpL13	0.219	Eukaryota	non_HKs	0	non_TS_non_HK	5.39216535064549e-239	1
CG4656	97	115	85	127	-0.245577208757248	-0.579293750634464	63.4487645304451	FBgn0039055	Rassf	0.271	Bilateria	non_HKs	0	non_TS_non_HK	0.416455052166498	0.0428794368853531
CG4662	31	36	22	45	-0.215728691055437	-1.03242147769238	55.8332980069699	FBgn0038735	CG4662	0.377	Bilateria	non_HKs	0	non_TS_non_HK	0.78513791895939	0.0549156245983502
CG4663	46	41	39	48	0.166009951438929	-0.299560281858908	39.1515272133068	FBgn0033812	Pex13	0.383	Eukaryota	non_HKs	0	non_TS_non_HK	0.812326918963466	0.703541615805442
CG4665	180	187	173	194	-0.055041363557962	-0.165284614550403	59.9883479025832	FBgn0035964	Dhpr	0.436	Eukaryota	non_HKs	0	non_TS_non_HK	0.876282631228953	0.615738237801639
CG4666	90	78	68	100	0.206450877467426	-0.556393348524385	42.1753715382486	FBgn0029838	CG4666	0.713	Diptera	non_HKs	0	TS	0.5810680908125	0.101385321021839
CG4670	295	301	325	271	-0.0290485325104985	0.262146866561945	47.3751749762694	FBgn0033814	CG4670	0.523	Bilateria	non_HKs	0	non_TS_non_HK	0.932794364539322	0.151841750012395
CG4672	206	242	194	254	-0.232362710091376	-0.388771844585038	71.310603176586	FBgn0028399	TMS1	0.27	Eukaryota	non_HKs	0	non_TS_non_HK	0.217686163619418	0.0457938250168849
CG4673	940	565	743	762	0.73440988926245	-0.0364287869547258	4.51260438660446	FBgn0039348	Npl4	0.435	Eukaryota	non_HKs	0	non_TS_non_HK	1.56172149608899e-20	0.88117098532227
CG4679	134	141	130	145	-0.0734621619410211	-0.15754127698648	65.2019788816729	FBgn0033816	CG4679	0.332	Bilateria	non_HKs	0	non_TS_non_HK	0.846362118655399	0.709267049210255
CG4685	39	42	34	47	-0.106915203916512	-0.467126010427298	56.4614073571751	FBgn0039349	Ssadh	0.397	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.922786560262986	0.465502452475155
CG4686	114	188	154	148	-0.721698837512896	0.0573331750659516	6.85504082581457	FBgn0038739	CG4686	0.589	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.000188400732270077	0.954640616848783
CG4692	517	367	434	450	0.494384217471722	-0.0522299587725578	8.7217951581156	FBgn0035032	ATPsynF	0.333	Bilateria	non_HKs	0	non_TS_non_HK	5.37517853036559e-06	0.862966537068843
CG4699	70	82	75	77	-0.228268987673117	-0.0379678501990205	16.6329428215587	FBgn0262527	nsl1	0.25	Diptera	non_HKs	0	non_TS_non_HK	0.559565158493055	1
CG4700	38	56	41	53	-0.559427408614019	-0.370368449945115	66.2049167134487	FBgn0011260	Sema-2a	0.356	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Bilateria by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.184786967444334	0.566020036989594
CG4705	109	102	113	98	0.0957589828054307	0.20546911829998	65.1911938448617	FBgn0032339	CG4705	0.452	Eukaryota	non_HKs	0	non_TS_non_HK	0.82161869163404	0.645629776951721
CG4707	25	24	18	31	0.0588936890535686	-0.784271308944563	48.1905992633221	FBgn0035036	CG4707	0.642	Diptera	non_HKs	0	TS	1	0.296046788577848
CG4709	45	33	31	47	0.447458976971221	-0.600392541290762	36.426191728771	FBgn0032169	CG4709	0.46	Eukaryota	non_HKs	0	non_TS_non_HK	0.382685786054941	0.300938288500875
CG4710	281	320	305	296	-0.187501774666436	0.043212066821299	15.7750930125779	FBgn0016926	Pino	0.374	Diptera	non_HKs	0	non_TS_non_HK	0.254001503239108	0.939430410572028
CG4713	127	113	109	131	0.168505724356978	-0.265238676760524	37.9463659643572	FBgn0261983	l(2)gd1	0.294	Eukaryota	non_HKs	0	non_TS_non_HK	0.586945055117549	0.455450719543094
CG4716	726	877	831	772	-0.272607294448982	0.106247629502264	21.9020965249251	FBgn0033820	CG4716	0.722	Pan-drosophilid	non_HKs	0	TS	0.00114042947085124	0.410719240400348
CG4719	120	165	143	142	-0.459431618637297	0.0101242172737073	2.11061877734757	FBgn0027508	Tnks	0.323	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.0332440895239514	1
CG4720	110	124	92	142	-0.172836596862216	-0.626185163447669	58.0051503743617	FBgn0014006	Ask1	0.234	Bilateria	non_HKs	0	non_TS_non_HK	0.5810680908125	0.0155890575970846
CG4721	36	65	48	53	-0.852442811586142	-0.142957953842043	16.7703864586577	FBgn0039024	CG4721	0.613	Pan-drosophilid	non_HKs	0	TS	0.0201318430600388	0.911444084211681
CG4729	63	52	52	63	0.276840205358824	-0.276840205358824	33.3333333333333	FBgn0036623	CG4729	0.305	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	non_TS_non_HK	0.541384642274457	0.664738105071169
CG4733	45	44	33	56	0.0324214776923774	-0.762960802699151	48.9597451920512	FBgn0038744	CG4733	0.578	Eukaryota	non_HKs	0	non_TS_non_HK	1	0.112974377606755
CG4738	77	51	59	69	0.594361198723406	-0.225881407416328	21.5922208542461	FBgn0262647	Nup160	0.438	Eukaryota	non_HKs	0	non_TS_non_HK	0.0800342764679683	0.732773400856206
CG4742	80	83	82	81	-0.0531113364595624	0.017702001733459	19.9987954044599	FBgn0030786	mRpL22	0.257	Eukaryota	non_HKs	0	non_TS_non_HK	0.959776606694001	1
CG4747	273	188	238	223	0.538168289242215	0.0939178633876387	17.4513930428496	FBgn0043456	CG4747	0.255	Cellular_Organisms	non_HKs	0	non_TS_non_HK	0.000596817255590438	0.797430246836654
CG4751	34	46	36	44	-0.436099114806674	-0.289506617194985	66.3855090197387	FBgn0032348	CG4751	0.358	Eukaryota	HK	1.546589303	non_TS_HK	0.389066166481368	0.737339387885845
CG4752	139	252	152	239	-0.858338850776409	-0.652939294537163	76.0701084363766	FBgn0034733	CG4752	0.651	Cellular_Organisms	non_HKs	0	TS	1.57975130864814e-07	0.000303278729489169
CG4753	100	102	106	96	-0.028569152196771	0.142957953842043	45.4577886454138	FBgn0036622	CG4753	0.642	Old multi-gene family, likely CellOrg/Euk/Bil, assigned to Cellular_Organisms by ProteinHistorian	non_HKs	0	TS	0.994464931460072	0.804109099191296
CG4755	126	203	142	187	-0.68805599368526	-0.397147340382955	57.7202064988657	FBgn0038747	RhoGAP92B	0.41	Bilateria	non_HKs	0	non_TS_non_HK	0.000198679874516519	0.0966534137233202
CG4756	104	73	72	105	0.510615159261075	-0.54432051622381	34.0358548583915	FBgn0030788	Sap30	0.297	Eukaryota	non_HKs	0	non_TS_non_HK	0.0734376403571717	0.0997295436647204
CG4758	71	49	59	61	0.535037275389474	-0.0480942882010451	7.61918860967789	FBgn0011584	Trp1	0.449	Eukaryota	non_HKs	0	non_TS_non_HK	0.139524292002952	1
